x,y,diff,time
-4.652885068,-4.354238965,0.009301341,0.024999857
-3.899552263,2.770612002,0.005906962,0
-2.078945179,2.122804586,0.004165878,0.006999969
-2.37414219,3.642857569,0.001814135,0.001000166
-4.086289588,-3.662935454,0.000957318,0.024999857
-3.902808749,-3.35831352,9.04E-05,0.019000053
-3.830021012,-3.252080112,2.38E-05,0.005000114
-2.837563911,3.199831367,2.24E-05,0.09499979
-2.822320563,3.161551602,4.61E-06,0.28000021
