x,y
2,1.16961876
3,0.9290796200000001
4,1.02782292
5,1.1133099999999998
6,1.05919054
7,1.1912559799999998
8,0.9714093800000001
9,1.28572424
10,1.4311760599999999
11,1.4556274200000001
12,1.7516635
13,1.55360242
14,2.39864076
15,2.25952332
16,2.66595912
17,2.9634122599999997
18,2.68311486
19,5.832667219999999
20,6.456173899999999
21,9.5917372
22,6.9068779199999994
23,7.93226808
24,6.26324634
25,7.627431959999998
