x,y
2,1.95376868
3,3.8767812800000003
4,3.7807368400000003
5,3.6026854799999994
6,4.059814279999999
7,6.857220119999999
8,4.96234392
9,5.10051046
10,5.78571862
11,6.29273912
12,6.664697100000001
13,7.249780200000001
14,7.511504260000001
15,8.35826308
16,8.50639322
17,9.05543412
18,9.89959264
19,10.49951948
20,11.059361200000001
21,11.7578555
22,12.26407312
23,12.9362824
24,13.662266920000002
25,14.09964644
