x,y,ab_diff,step_time,hyp_count
-20.000000000000007,-0.000000000000006023422501518401,200.5712859788313,0.0000037,16
-4.985717850529233,4.985717850529225,199.89346098581228,0.000093,20
-1.2555997065419178,-3.753180848294044,174.76178079287112,0.0371081,112
2.473244734849162,-0.032081820711642325,149.16073581875332,0.0175444,128
2.473244734849162,2.4868597714364613,149.14959917934317,0.005476,132
-9.95437302780103,-1.2600694946415376,74.34079889124708,2.2099903,444
14.940421580076839,0.3793620214404849,49.281709084911164,20.7790973,972
0.24239345854552272,-0.23461852180196952,39.20872032243186,22.6019068,1396
17.277355302155044,-0.23590837179396326,23.87295888851499,80.4665661,2892
18.33463748056905,0.039308689724398,12.02690749196523,189.9542246,6420
-0.022806036553367343,0.06205291690084404,6.591977125089413,347.2814037,12844
