x,y,ab_diff,step_time,hyp_count
1.5037318152245767,0.4977553012575389,1421.6085473333126,0.0000619,16
0.02074861111867696,0.9733933505049853,1120.973315756972,0.0189714,88
-4.087779708613334,4.617895626189545,616.1851030060736,0.4981025,272
-4.087779708613334,4.672049784930843,595.6625087549438,0.2025411,304
-4.004752703306043,9.259449751456394,590.7710187532398,0.05763,312
-3.9801326286734455,7.1479039843941745,62.92884053820324,41.5803766,5532
4.071164050945162,5.940316226596954,43.40384455278885,21.5542329,8212
4.071164050945162,5.940316226596954,36.094612875202536,14.6809183,10016
