x,y,diff,time
-10,-10,200,0.012
-1.989912231,-1.989912231,7.959662381,0.014000177
-0.994958637,-0.994958637,1.989918114,0
2.06E-09,0.994958635,0.994959057,0.014000177
6.52E-10,0.994958638,0.994959057,0.003999949
2.20E-09,-9.60E-10,0,0.010999918
