x,y
2,0.6154120000000001
3,0.40149996000000004
4,0.46817450000000005
5,0.7160626
6,0.764151
7,0.62646104
8,0.8701541599999999
9,0.9468345599999999
10,0.99478138
11,1.06000082
12,1.1072378600000001
13,1.0971767
14,1.14800432
15,1.41590236
16,1.2520237399999998
17,1.52525216
18,1.3695806799999999
19,1.6270647
20,1.6987473000000002
21,1.7266974599999998
22,1.5850404
23,2.0365919
24,1.8965473
25,1.96527162
